director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb,genres_str
Akiva Schaffer Scott Aukerman,Michael Bolton,Adam Scott,Sarah Shahi,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]","michael bolton's big, sexy valentine's day special",Michael Bolton Adam Scott Sarah Shahi Akiva Schaffer Scott Aukerman Comedy Music,Comedy Music
Evan Oppenheimer,Brett Dalton,Emily Atack,Stana Katic,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",lost in florence,Brett Dalton Emily Atack Stana Katic Evan Oppenheimer Adventure Drama Romance,Adventure Drama Romance
Ben Browder,Gina Gershon,Sean Astin,Sammi Hanratty,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",bad kids of crestview academy,Gina Gershon Sean Astin Sammi Hanratty Ben Browder Mystery Comedy Thriller Science Fiction Fantasy,Mystery Comedy Thriller Science Fiction Fantasy
Sydney Sibilia,Edoardo Leo,Valerio Aprea,Stefano Fresi,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",smetto quando voglio: masterclass,Edoardo Leo Valerio Aprea Stefano Fresi Sydney Sibilia Action Comedy Crime,Action Comedy Crime
Oliver Schmitz,Andrea Riseborough,Steve Coogan,Deon Lotz,"[{'id': 18, 'name': 'Drama'}]",shepherds and butchers,Andrea Riseborough Steve Coogan Deon Lotz Oliver Schmitz Drama,Drama
James Franco,James Franco,Nat Wolff,Selena Gomez,"[{'id': 18, 'name': 'Drama'}]",in dubious battle,James Franco Nat Wolff Selena Gomez James Franco Drama,Drama
Cate Shortland,Teresa Palmer,Max Riemelt,Matthias Habich,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",berlin syndrome,Teresa Palmer Max Riemelt Matthias Habich Cate Shortland Mystery Thriller Drama Horror,Mystery Thriller Drama Horror
Jenny Gage,Dusty Rose Ryan,Lena M.,Ginger Leigh Ryan,"[{'id': 99, 'name': 'Documentary'}]",all this panic,Dusty Rose Ryan Lena M. Ginger Leigh Ryan Jenny Gage Documentary,Documentary
Joel David Moore,Frank Langella,Billy Crudup,Christina Applegate,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",youth in oregon,Frank Langella Billy Crudup Christina Applegate Joel David Moore Comedy Drama,Comedy Drama
Terrence Malick,Michael Fassbender,Ryan Gosling,Rooney Mara,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",song to song,Michael Fassbender Ryan Gosling Rooney Mara Terrence Malick Drama Music Romance,Drama Music Romance
Marti Noxon,Lily Collins,Carrie Preston,Lili Taylor,"[{'id': 18, 'name': 'Drama'}]",to the bone,Lily Collins Carrie Preston Lili Taylor Marti Noxon Drama,Drama
Michael Stephenson,Bob Odenkirk,Amber Tamblyn,Natasha Lyonne,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",girlfriend's day,Bob Odenkirk Amber Tamblyn Natasha Lyonne Michael Stephenson Comedy Drama,Comedy Drama
Liu Jian,Yang Siming,Cao Kou,Ma Xiaofeng,"[{'id': 16, 'name': 'Animation'}, {'id': 80, 'name': 'Crime'}]",have a nice day,Yang Siming Cao Kou Ma Xiaofeng Liu Jian Animation Crime,Animation Crime
Anne Hamilton,Peyton Kennedy,Richard Schiff,Kip Pardue,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",american fable,Peyton Kennedy Richard Schiff Kip Pardue Anne Hamilton Drama Thriller,Drama Thriller
Marc Rothemund,Kostja Ullmann,Anna Maria Mühe,Jacob Matschenz,"[{'id': 35, 'name': 'Comedy'}]",my blind date with life,Kostja Ullmann Anna Maria Mühe Jacob Matschenz Marc Rothemund Comedy,Comedy
Mirjana Karanović,Mirjana Karanović,Boris Isaković,Marko Nikolić,"[{'id': 18, 'name': 'Drama'}]",a good wife,Mirjana Karanović Boris Isaković Marko Nikolić Mirjana Karanović Drama,Drama
Agnieszka Holland,Agnieszka Mandat-Grabka,Wiktor Zborowski,Jakub Gierszał,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",spoor,Agnieszka Mandat-Grabka Wiktor Zborowski Jakub Gierszał Agnieszka Holland Crime Drama Mystery Thriller,Crime Drama Mystery Thriller
Francis Lee,Josh O'Connor,Alec Secareanu,Ian Hart,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",god's own country,Josh O'Connor Alec Secareanu Ian Hart Francis Lee Romance Drama,Romance Drama
Sebastián Lelio,Daniela Vega,Francisco Reyes,Luis Gnecco,"[{'id': 18, 'name': 'Drama'}]",a fantastic woman,Daniela Vega Francisco Reyes Luis Gnecco Sebastián Lelio Drama,Drama
Teresa Villaverde,João Pedro Vaz,Alice Albergaria Borges,Beatriz Batarda,"[{'id': 18, 'name': 'Drama'}]",colo,João Pedro Vaz Alice Albergaria Borges Beatriz Batarda Teresa Villaverde Drama,Drama
Călin Peter Netzer,Mircea Postelnicu,Diana Cavallioti,Carmen Tănase,"[{'id': 18, 'name': 'Drama'}]","ana, my love",Mircea Postelnicu Diana Cavallioti Carmen Tănase Călin Peter Netzer Drama,Drama
Rezo Gigineishvili,Irakli Kvirikadze,Tinatin Dalakishvili,Merab Ninidze,"[{'id': 18, 'name': 'Drama'}]",hostages,Irakli Kvirikadze Tinatin Dalakishvili Merab Ninidze Rezo Gigineishvili Drama,Drama
So Yong Kim,Jena Malone,Riley Keough,Jessie Ok Gray,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",lovesong,Jena Malone Riley Keough Jessie Ok Gray So Yong Kim Drama Romance,Drama Romance
Vladimir Besedin,Aleksandr Gorbatov,Ivan Fominov,Anton Kuznetsov,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",major grom,Aleksandr Gorbatov Ivan Fominov Anton Kuznetsov Vladimir Besedin Action Adventure Science Fiction Drama,Action Adventure Science Fiction Drama
Peter W. Kunhardt Brian Oakes,Warren Buffett,Susan Buffett,Bill Gates,"[{'id': 99, 'name': 'Documentary'}]",becoming warren buffett,Warren Buffett Susan Buffett Bill Gates Peter W. Kunhardt Brian Oakes Documentary,Documentary
Catalina Aguilar Mastretta,Karla Souza,José María Yazpik,Ben O'Toole,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",everybody loves somebody,Karla Souza José María Yazpik Ben O'Toole Catalina Aguilar Mastretta Romance Comedy,Romance Comedy
Dany Boon,Alice Pol,Dany Boon,Michel Blanc,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",r.a.i.d. special unit,Alice Pol Dany Boon Michel Blanc Dany Boon Action Comedy,Action Comedy
Leslie Libman,Natasha Bassett,Jenna Berman,Matthew Harrison,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",britney ever after,Natasha Bassett Jenna Berman Matthew Harrison Leslie Libman Drama TV Movie,Drama TV Movie
Kerstin Karlhuber,Tom Wopat,Michael Grant,Gregory Harrison,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",fair haven,Tom Wopat Michael Grant Gregory Harrison Kerstin Karlhuber Family Drama,Family Drama
Destin Cretton,Brie Larson,Woody Harrelson,Naomi Watts,"[{'id': 18, 'name': 'Drama'}]",the glass castle,Brie Larson Woody Harrelson Naomi Watts Destin Cretton Drama,Drama
Thomas Torrey,Thomas Torrey,Katherine Drew,J.R. Adduci,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",fare,Thomas Torrey Katherine Drew J.R. Adduci Thomas Torrey Drama Thriller,Drama Thriller
Dome Karukoski,Pekka Strang,Lauri Tilkanen,Jakob Oftebro,"[{'id': 18, 'name': 'Drama'}]",tom of finland,Pekka Strang Lauri Tilkanen Jakob Oftebro Dome Karukoski Drama,Drama
Kris Avedisian,Louisa Krause,Allie Marshall,Ariana DeFusco,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",donald cried,Louisa Krause Allie Marshall Ariana DeFusco Kris Avedisian Drama Comedy,Drama Comedy
Mike Dudko,Rachel Barrer,Gleb Kaminer,Shaun Rey,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",zombie pizza,Rachel Barrer Gleb Kaminer Shaun Rey Mike Dudko Horror Comedy,Horror Comedy
Lone Scherfig,Gemma Arterton,Sam Claflin,Bill Nighy,"[{'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",their finest,Gemma Arterton Sam Claflin Bill Nighy Lone Scherfig Romance War Comedy Drama,Romance War Comedy Drama
Joseph Ruben,Michiel Huisman,Hera Hilmar,Josh Hartnett,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",the ottoman lieutenant,Michiel Huisman Hera Hilmar Josh Hartnett Joseph Ruben Romance Drama War,Romance Drama War
William Oldroyd,Florence Pugh,Cosmo Jarvis,Paul Hilton,"[{'id': 18, 'name': 'Drama'}]",lady macbeth,Florence Pugh Cosmo Jarvis Paul Hilton William Oldroyd Drama,Drama
Ritesh Batra,Jim Broadbent,Charlotte Rampling,Harriet Walter,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",the sense of an ending,Jim Broadbent Charlotte Rampling Harriet Walter Ritesh Batra Mystery Drama,Mystery Drama
Susan Johnson,Bel Powley,Nathan Lane,Gabriel Byrne,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",carrie pilby,Bel Powley Nathan Lane Gabriel Byrne Susan Johnson Drama Comedy,Drama Comedy
James Franco Pamela Romanowsky,James Franco,Tim Blake Nelson,Lori Singer,"[{'id': 53, 'name': 'Thriller'}]",the institute,James Franco Tim Blake Nelson Lori Singer James Franco Pamela Romanowsky Thriller,Thriller
Filippo Capuzzi Lapietra,Felipe Castanhari,Rafinha Bastos,PC Siqueira,"[{'id': 35, 'name': 'Comedy'}]",internet - o filme,Felipe Castanhari Rafinha Bastos PC Siqueira Filippo Capuzzi Lapietra Comedy,Comedy
Mehdi Idir Grand Corps Malade,Pablo Pauly,Soufiane Guerrab,Moussa Mansaly,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",patients,Pablo Pauly Soufiane Guerrab Moussa Mansaly Mehdi Idir Grand Corps Malade Drama Comedy,Drama Comedy
Stuart Hazeldine,Sam Worthington,Octavia Spencer,Tim McGraw,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",the shack,Sam Worthington Octavia Spencer Tim McGraw Stuart Hazeldine Drama Fantasy,Drama Fantasy
Svyatoslav Podgayevskiy,Victoria Agalakova,Vyacheslav Chepurchenko,Alexandra Rebenok,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",the bride,Victoria Agalakova Vyacheslav Chepurchenko Alexandra Rebenok Svyatoslav Podgayevskiy Mystery Horror Thriller,Mystery Horror Thriller
Daniel Espinosa,Jake Gyllenhaal,Rebecca Ferguson,Ryan Reynolds,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",life,Jake Gyllenhaal Rebecca Ferguson Ryan Reynolds Daniel Espinosa Horror Science Fiction Thriller,Horror Science Fiction Thriller
Sanjay Gupta,Hrithik Roshan,Yami Gautam,Ronit Roy,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",kaabil,Hrithik Roshan Yami Gautam Ronit Roy Sanjay Gupta Action Crime Romance,Action Crime Romance
Bryan Brewer,Cree Kelly,Allie Rivera,Thatcher Robinson,"[{'id': 27, 'name': 'Horror'}]",the raking,Cree Kelly Allie Rivera Thatcher Robinson Bryan Brewer Horror,Horror
J.D. Dillard,Jacob Latimore,Seychelle Gabriel,Sasheer Zamata,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",sleight,Jacob Latimore Seychelle Gabriel Sasheer Zamata J.D. Dillard Drama Thriller Action Science Fiction,Drama Thriller Action Science Fiction
Sarah Adina Smith,Rami Malek,DJ Qualls,Kate Lyn Sheil,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",buster's mal heart,Rami Malek DJ Qualls Kate Lyn Sheil Sarah Adina Smith Mystery Drama,Mystery Drama
Han Jae-rim,Jo In-sung,Jung Woo-sung,Bae Seong-woo,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",the king,Jo In-sung Jung Woo-sung Bae Seong-woo Han Jae-rim Drama Crime,Drama Crime
David Ryan Keith,Michael Koltes,Paul Flannery,Lisa Livingstone,"[{'id': 27, 'name': 'Horror'}]",ghosts of darkness,Michael Koltes Paul Flannery Lisa Livingstone David Ryan Keith Horror,Horror
Dean Israelite,Dacre Montgomery,Naomi Scott,RJ Cyler,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",power rangers,Dacre Montgomery Naomi Scott RJ Cyler Dean Israelite Action Adventure Science Fiction,Action Adventure Science Fiction
Ridley Scott,Michael Fassbender,Katherine Waterston,Billy Crudup,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",alien: covenant,Michael Fassbender Katherine Waterston Billy Crudup Ridley Scott Horror Science Fiction Thriller,Horror Science Fiction Thriller
Massimiliano Bruno,Marco Giallini,Alessandro Gassman,Teresa Romagnoli,"[{'id': 35, 'name': 'Comedy'}]",beata ignoranza,Marco Giallini Alessandro Gassman Teresa Romagnoli Massimiliano Bruno Comedy,Comedy
Ben Wheatley,Sharlto Copley,Armie Hammer,Brie Larson,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",free fire,Sharlto Copley Armie Hammer Brie Larson Ben Wheatley Action Comedy Crime Thriller,Action Comedy Crime Thriller
Kitty Green,Hannah Cagwin,Aeona Cruz,Liv Bagley,"[{'id': 99, 'name': 'Documentary'}]",casting jonbenet,Hannah Cagwin Aeona Cruz Liv Bagley Kitty Green Documentary,Documentary
Etienne Comar,Reda Kateb,Cécile de France,Àlex Brendemühl,"[{'id': 18, 'name': 'Drama'}]",django,Reda Kateb Cécile de France Àlex Brendemühl Etienne Comar Drama,Drama
Samuli Valkama,Noah Kin,Heikki Nousiainen,Mikko Nousiainen,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",unexpected journey,Noah Kin Heikki Nousiainen Mikko Nousiainen Samuli Valkama Comedy Drama,Comedy Drama
Oren Moverman,Richard Gere,Laura Linney,Steve Coogan,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",the dinner,Richard Gere Laura Linney Steve Coogan Oren Moverman Drama Thriller,Drama Thriller
Josef Hader,Josef Hader,Georg Friedrich,Crina Semciuc,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",wild mouse,Josef Hader Georg Friedrich Crina Semciuc Josef Hader Comedy Crime Drama,Comedy Crime Drama
Brian Vernick,Cheryl M. Bailey,Louis Ballezzi,Shawn Bittenbender,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",the avenue,Cheryl M. Bailey Louis Ballezzi Shawn Bittenbender Brian Vernick Crime Drama,Crime Drama
Steven C. Miller,Nicolas Cage,Christopher Rob Bowen,Adrian Grenier,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",arsenal,Nicolas Cage Christopher Rob Bowen Adrian Grenier Steven C. Miller Action Crime Thriller,Action Crime Thriller
Adolfo Martínez Pérez,Ariadna Gil,Roberto Álamo,Antonio Garrido,"[{'id': 10752, 'name': 'War'}]",rescue under fire,Ariadna Gil Roberto Álamo Antonio Garrido Adolfo Martínez Pérez War,War
Vanessa Parise,Haley Pullos,Judd Nelson,Sasha Clements,"[{'id': 18, 'name': 'Drama'}]",from straight a's to xxx,Haley Pullos Judd Nelson Sasha Clements Vanessa Parise Drama,Drama
Fernando González Molina,Marta Etura ,Elvira Mínguez,Francesc Orella,"[{'id': 53, 'name': 'Thriller'}]",the invisible guardian,Marta Etura  Elvira Mínguez Francesc Orella Fernando González Molina Thriller,Thriller
Aaron Katz,Lola Kirke,Zoë Kravitz,John Cho,"[{'id': 53, 'name': 'Thriller'}]",gemini,Lola Kirke Zoë Kravitz John Cho Aaron Katz Thriller,Thriller
Fiona Gordon Dominique Abel,Fiona Gordon,Dominique Abel,Emmanuelle Riva,"[{'id': 35, 'name': 'Comedy'}]",lost in paris,Fiona Gordon Dominique Abel Emmanuelle Riva Fiona Gordon Dominique Abel Comedy,Comedy
Francis Whately,Tony Visconti,Gail Ann Dorsey,Tony Basil,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",david bowie: the last five years,Tony Visconti Gail Ann Dorsey Tony Basil Francis Whately Music Documentary,Music Documentary
Amanda Kernell,Lene Cecilia Sparrok,Mia Sparrok,Maj-Doris Rimpi,"[{'id': 18, 'name': 'Drama'}]",sami blood,Lene Cecilia Sparrok Mia Sparrok Maj-Doris Rimpi Amanda Kernell Drama,Drama
Andrew Getty,Fred Koehler,Sean Patrick Flanery,Brianna Brown,"[{'id': 27, 'name': 'Horror'}]",the evil within,Fred Koehler Sean Patrick Flanery Brianna Brown Andrew Getty Horror,Horror
Mark Pellington,Shirley MacLaine,Amanda Seyfried,Anne Heche,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",the last word,Shirley MacLaine Amanda Seyfried Anne Heche Mark Pellington Comedy Drama,Comedy Drama
Dax Shepard,Michael Peña,Dax Shepard,Jessica McNamee,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",chips,Michael Peña Dax Shepard Jessica McNamee Dax Shepard Action Comedy Crime,Action Comedy Crime
Jeffrey Blitz,Anna Kendrick,Craig Robinson,June Squibb,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",table 19,Anna Kendrick Craig Robinson June Squibb Jeffrey Blitz Comedy Drama,Comedy Drama
Zach Braff,Morgan Freeman,Michael Caine,Alan Arkin,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",going in style,Morgan Freeman Michael Caine Alan Arkin Zach Braff Crime Comedy Drama,Crime Comedy Drama
Geoffrey Orthwein Andrew Sullivan,Maika Monroe,Matt O'Leary,Arnar Jónsson,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",bokeh,Maika Monroe Matt O'Leary Arnar Jónsson Geoffrey Orthwein Andrew Sullivan Drama Science Fiction Thriller,Drama Science Fiction Thriller
Philippe Lacheau,Philippe Lacheau,Élodie Fontan,Julien Arruti,"[{'id': 35, 'name': 'Comedy'}]",alibi.com,Philippe Lacheau Élodie Fontan Julien Arruti Philippe Lacheau Comedy,Comedy
Gavin Wiesen,J.K. Simmons,Analeigh Tipton,Emile Hirsch,"[{'id': 35, 'name': 'Comedy'}]",all nighter,J.K. Simmons Analeigh Tipton Emile Hirsch Gavin Wiesen Comedy,Comedy
Nicolas Bedos,Nicolas Bedos,Doria Tillier,Denis Podalydès,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",mr & mme adelman,Nicolas Bedos Doria Tillier Denis Podalydès Nicolas Bedos Romance Drama Comedy,Romance Drama Comedy
Sydney Freeland,Ashleigh Murray,Rachel Crow,Tim Blake Nelson,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",deidra & laney rob a train,Ashleigh Murray Rachel Crow Tim Blake Nelson Sydney Freeland Drama Comedy Crime,Drama Comedy Crime
Simon Amstell,Simon Amstell,Linda Bassett,Martin Freeman,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",carnage: swallowing the past,Simon Amstell Linda Bassett Martin Freeman Simon Amstell Science Fiction Comedy Documentary,Science Fiction Comedy Documentary
Tommy O'Haver,Melissa Leo,Josh Lucas,Michael Chernus,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",the most hated woman in america,Melissa Leo Josh Lucas Michael Chernus Tommy O'Haver Crime Drama,Crime Drama
George Mendeluk,Max Irons,Samantha Barks,Terence Stamp,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",bitter harvest,Max Irons Samantha Barks Terence Stamp George Mendeluk War Drama History Romance,War Drama History Romance
Johnny Martin,Nicolas Cage,Deborah Kara Unger,Anna Hutchison,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",vengeance: a love story,Nicolas Cage Deborah Kara Unger Anna Hutchison Johnny Martin Action Thriller,Action Thriller
Álex de la Iglesia,Mario Casas,Blanca Suárez,Carmen Machi,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]",the bar,Mario Casas Blanca Suárez Carmen Machi Álex de la Iglesia Horror Thriller Comedy,Horror Thriller Comedy
Ned Crowley,Jim O'Heir,Andrew J. West,Josh McDermitt,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",middle man,Jim O'Heir Andrew J. West Josh McDermitt Ned Crowley Drama Comedy Crime Thriller,Drama Comedy Crime Thriller
Nathan Adloff,Tim Boardman,Missi Pyle,Stephen Root,"[{'id': 18, 'name': 'Drama'}]",miles,Tim Boardman Missi Pyle Stephen Root Nathan Adloff Drama,Drama
Kelly Asbury,Julia Roberts,Ariel Winter,Ellie Kemper,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",smurfs: the lost village,Julia Roberts Ariel Winter Ellie Kemper Kelly Asbury Adventure Animation Comedy Family,Adventure Animation Comedy Family
Charlie McDowell,Jason Segel,Rooney Mara,Robert Redford,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",the discovery,Jason Segel Rooney Mara Robert Redford Charlie McDowell Drama Romance Science Fiction Thriller,Drama Romance Science Fiction Thriller
Gurinder Chadha,Hugh Bonneville,Gillian Anderson,Michael Gambon,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",viceroy's house,Hugh Bonneville Gillian Anderson Michael Gambon Gurinder Chadha Drama History,Drama History
Alec Su,Nick Wang,Zhang Lu-Yi,Ruby Lin,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",the devotion of suspect x,Nick Wang Zhang Lu-Yi Ruby Lin Alec Su Mystery Thriller,Mystery Thriller
